StudentID,EntryYear,Year,Semester,Module,AttemptType,Grade,GradePoints,Credits,IncludedInGPA,Forgiven
20230004,2023,1,1,Eng1,Original,B,3.0,3,True,False
20230004,2023,1,1,Maths1,Original,A,4.0,3,True,False
20230004,2023,1,1,IT,Original,C+,2.5,3,True,False
20230004,2023,1,1,Dbase,Original,B+,3.5,3,True,False
20230004,2023,1,2,Eng2,Original,C+,2.5,3,True,False
20230004,2023,1,2,Maths2,Original,C+,2.5,3,True,False
20230004,2023,1,2,SoftEng,Original,C+,2.5,3,True,False
20230004,2023,1,2,Network,Original,C,2.0,3,True,False
20230004,2023,2,1,AI1,Original,B,3.0,3,True,False
20230004,2023,2,1,Cloud1,Original,B+,3.5,3,True,False
20230004,2023,2,1,Security1,Original,F,0.0,3,True,False
20230004,2023,2,1,Security1,Resit,B+,3.5,3,False,False
20230004,2023,2,1,Entrep1,Original,B,3.0,3,True,False
20230004,2023,2,2,AI2,Original,C,2.0,3,True,False
20230004,2023,2,2,Cloud2,Original,B,3.0,3,True,False
20230004,2023,2,2,Security2,Original,B+,3.5,3,True,False
20230004,2023,2,2,Entrep2,Original,B+,3.5,3,True,False
20240005,2024,1,1,Eng1,Original,F,0.0,3,True,False
20240005,2024,1,1,Eng1,Resit,C+,2.5,3,False,False
20240005,2024,1,1,Maths1,Original,C,2.0,3,True,False
20240005,2024,1,1,IT,Original,C+,2.5,3,True,False
20240005,2024,1,1,Dbase,Original,C,2.0,3,True,False
20240005,2024,1,2,Eng2,Original,B,3.0,3,True,False
20240005,2024,1,2,Maths2,Original,D,1.0,3,False,True
20240005,2024,1,2,Maths2,Resit,B+,3.5,3,True,True
20240005,2024,1,2,SoftEng,Original,B+,3.5,3,True,False
20240005,2024,1,2,Network,Original,A,4.0,3,True,False
20240006,2024,1,1,Eng1,Original,B,3.0,3,True,False
20240006,2024,1,1,Maths1,Original,F,0.0,3,True,False
20240006,2024,1,1,Maths1,Resit,B,3.0,3,False,False
20240006,2024,1,1,IT,Original,A,4.0,3,True,False
20240006,2024,1,1,Dbase,Original,A,4.0,3,True,False
20240006,2024,1,2,Eng2,Original,F,0.0,3,True,False
20240006,2024,1,2,Eng2,Resit,A,4.0,3,False,False
20240006,2024,1,2,Maths2,Original,B,3.0,3,True,False
20240006,2024,1,2,SoftEng,Original,D,1.0,3,True,False
20240006,2024,1,2,SoftEng,Resit,B+,3.5,3,False,False
20240006,2024,1,2,Network,Original,A,4.0,3,True,False
20210007,2021,1,1,Eng1,Original,B,3.0,3,True,False
20210007,2021,1,1,Maths1,Original,C+,2.5,3,True,False
20210007,2021,1,1,IT,Original,C,2.0,3,True,False
20210007,2021,1,1,Dbase,Original,C,2.0,3,True,False
20210007,2021,1,2,Eng2,Original,A,4.0,3,True,False
20210007,2021,1,2,Maths2,Original,C+,2.5,3,True,False
20210007,2021,1,2,SoftEng,Original,D,1.0,3,True,False
20210007,2021,1,2,SoftEng,Resit,B,3.0,3,False,False
20210007,2021,1,2,Network,Original,F,0.0,3,False,True
20210007,2021,1,2,Network,Resit,B,3.0,3,True,True
20210007,2021,2,1,AI1,Original,B,3.0,3,True,False
20210007,2021,2,1,Cloud1,Original,C,2.0,3,True,False
20210007,2021,2,1,Security1,Original,B,3.0,3,True,False
20210007,2021,2,1,Entrep1,Original,A,4.0,3,True,False
20210007,2021,2,2,AI2,Original,C+,2.5,3,True,False
20210007,2021,2,2,Cloud2,Original,C+,2.5,3,True,False
20210007,2021,2,2,Security2,Original,D,1.0,3,True,False
20210007,2021,2,2,Security2,Resit,C,2.0,3,False,False
20210007,2021,2,2,Entrep2,Original,A,4.0,3,True,False
20210008,2021,1,1,Eng1,Original,A,4.0,3,True,False
20210008,2021,1,1,Maths1,Original,A,4.0,3,True,False
20210008,2021,1,1,IT,Original,A,4.0,3,True,False
20210008,2021,1,1,Dbase,Original,B,3.0,3,True,False
20210008,2021,1,2,Eng2,Original,C+,2.5,3,True,False
20210008,2021,1,2,Maths2,Original,C,2.0,3,True,False
20210008,2021,1,2,SoftEng,Original,F,0.0,3,True,False
20210008,2021,1,2,SoftEng,Resit,A,4.0,3,False,False
20210008,2021,1,2,Network,Original,C,2.0,3,True,False
20230009,2023,1,1,Eng1,Original,A,4.0,3,True,False
20230009,2023,1,1,Maths1,Original,B+,3.5,3,True,False
20230009,2023,1,1,IT,Original,A,4.0,3,True,False
20230009,2023,1,1,Dbase,Original,B,3.0,3,True,False
20230009,2023,1,2,Eng2,Original,D,1.0,3,True,False
20230009,2023,1,2,Eng2,Resit,B+,3.5,3,False,False
20230009,2023,1,2,Maths2,Original,C+,2.5,3,True,False
20230009,2023,1,2,SoftEng,Original,B,3.0,3,True,False
20230009,2023,1,2,Network,Original,C,2.0,3,True,False
20240010,2024,1,1,Eng1,Original,B+,3.5,3,True,False
20240010,2024,1,1,Maths1,Original,C+,2.5,3,True,False
20240010,2024,1,1,IT,Original,B+,3.5,3,True,False
20240010,2024,1,1,Dbase,Original,C+,2.5,3,True,False
20240010,2024,1,2,Eng2,Original,A,4.0,3,True,False
20240010,2024,1,2,Maths2,Original,B,3.0,3,True,False
20240010,2024,1,2,SoftEng,Original,B,3.0,3,True,False
20240010,2024,1,2,Network,Original,B+,3.5,3,True,False
20240010,2024,2,1,AI1,Original,B,3.0,3,True,False
20240010,2024,2,1,Cloud1,Original,D,1.0,3,False,True
20240010,2024,2,1,Cloud1,Resit,C,2.0,3,True,True
20240010,2024,2,1,Security1,Original,D,1.0,3,True,False
20240010,2024,2,1,Security1,Resit,B,3.0,3,False,False
20240010,2024,2,1,Entrep1,Original,C+,2.5,3,True,False
20220011,2022,1,1,Eng1,Original,C+,2.5,3,True,False
20220011,2022,1,1,Maths1,Original,B+,3.5,3,True,False
20220011,2022,1,1,IT,Original,C+,2.5,3,True,False
20220011,2022,1,1,Dbase,Original,B+,3.5,3,True,False
20220011,2022,1,2,Eng2,Original,D,1.0,3,True,False
20220011,2022,1,2,Eng2,Resit,C,2.0,3,False,False
20220011,2022,1,2,Maths2,Original,B+,3.5,3,True,False
20220011,2022,1,2,SoftEng,Original,C+,2.5,3,True,False
20220011,2022,1,2,Network,Original,A,4.0,3,True,False
20220011,2022,2,1,AI1,Original,B,3.0,3,True,False
20220011,2022,2,1,Cloud1,Original,B+,3.5,3,True,False
20220011,2022,2,1,Security1,Original,B,3.0,3,True,False
20220011,2022,2,1,Entrep1,Original,A,4.0,3,True,False
20220011,2022,2,2,AI2,Original,B,3.0,3,True,False
20220011,2022,2,2,Cloud2,Original,C,2.0,3,True,False
20220011,2022,2,2,Security2,Original,B,3.0,3,True,False
20220011,2022,2,2,Entrep2,Original,B,3.0,3,True,False
20240012,2024,1,1,Eng1,Original,B+,3.5,3,True,False
20240012,2024,1,1,Maths1,Original,B,3.0,3,True,False
20240012,2024,1,1,IT,Original,F,0.0,3,True,False
20240012,2024,1,1,IT,Resit,C+,2.5,3,False,False
20240012,2024,1,1,Dbase,Original,F,0.0,3,False,True
20240012,2024,1,1,Dbase,Resit,C+,2.5,3,True,True
20240012,2024,1,2,Eng2,Original,B,3.0,3,True,False
20240012,2024,1,2,Maths2,Original,C,2.0,3,True,False
20240012,2024,1,2,SoftEng,Original,B+,3.5,3,True,False
20240012,2024,1,2,Network,Original,B,3.0,3,True,False
20210013,2021,1,1,Eng1,Original,D,1.0,3,True,False
20210013,2021,1,1,Eng1,Resit,A,4.0,3,False,False
20210013,2021,1,1,Maths1,Original,B+,3.5,3,True,False
20210013,2021,1,1,IT,Original,F,0.0,3,True,False
20210013,2021,1,1,IT,Resit,C,2.0,3,False,False
20210013,2021,1,1,Dbase,Original,B,3.0,3,True,False
20210013,2021,1,2,Eng2,Original,C+,2.5,3,True,False
20210013,2021,1,2,Maths2,Original,B,3.0,3,True,False
20210013,2021,1,2,SoftEng,Original,C,2.0,3,True,False
20210013,2021,1,2,Network,Original,A,4.0,3,True,False
20210013,2021,2,1,AI1,Original,B+,3.5,3,True,False
20210013,2021,2,1,Cloud1,Original,B,3.0,3,True,False
20210013,2021,2,1,Security1,Original,A,4.0,3,True,False
20210013,2021,2,1,Entrep1,Original,B+,3.5,3,True,False
20210013,2021,2,2,AI2,Original,B+,3.5,3,True,False
20210013,2021,2,2,Cloud2,Original,A,4.0,3,True,False
20210013,2021,2,2,Security2,Original,D,1.0,3,True,False
20210013,2021,2,2,Security2,Resit,C,2.0,3,False,False
20210013,2021,2,2,Entrep2,Original,B,3.0,3,True,False
20210014,2021,1,1,Eng1,Original,C+,2.5,3,True,False
20210014,2021,1,1,Maths1,Original,B+,3.5,3,True,False
20210014,2021,1,1,IT,Original,B+,3.5,3,True,False
20210014,2021,1,1,Dbase,Original,D,1.0,3,True,False
20210014,2021,1,1,Dbase,Resit,B,3.0,3,False,False
20220015,2022,1,1,Eng1,Original,C+,2.5,3,True,False
20220015,2022,1,1,Maths1,Original,C,2.0,3,True,False
20220015,2022,1,1,IT,Original,C+,2.5,3,True,False
20220015,2022,1,1,Dbase,Original,C,2.0,3,True,False
20220015,2022,1,2,Eng2,Original,B,3.0,3,True,False
20220015,2022,1,2,Maths2,Original,C+,2.5,3,True,False
20220015,2022,1,2,SoftEng,Original,B,3.0,3,True,False
20220015,2022,1,2,Network,Original,C,2.0,3,True,False
20220015,2022,2,1,AI1,Original,C+,2.5,3,True,False
20220015,2022,2,1,Cloud1,Original,B+,3.5,3,True,False
20220015,2022,2,1,Security1,Original,C+,2.5,3,True,False
20220015,2022,2,1,Entrep1,Original,C,2.0,3,True,False
20220015,2022,2,2,AI2,Original,D,1.0,3,True,False
20220015,2022,2,2,AI2,Resit,B,3.0,3,False,False
20220015,2022,2,2,Cloud2,Original,B+,3.5,3,True,False
20220015,2022,2,2,Security2,Original,C+,2.5,3,True,False
20220015,2022,2,2,Entrep2,Original,C+,2.5,3,True,False
20220016,2022,1,1,Eng1,Original,B,3.0,3,True,False
20220016,2022,1,1,Maths1,Original,C+,2.5,3,True,False
20220016,2022,1,1,IT,Original,C+,2.5,3,True,False
20220016,2022,1,1,Dbase,Original,A,4.0,3,True,False
20220016,2022,1,2,Eng2,Original,B,3.0,3,True,False
20220016,2022,1,2,Maths2,Original,C,2.0,3,True,False
20220016,2022,1,2,SoftEng,Original,D,1.0,3,True,False
20220016,2022,1,2,SoftEng,Resit,C+,2.5,3,False,False
20220016,2022,1,2,Network,Original,A,4.0,3,True,False
20220016,2022,2,1,AI1,Original,B,3.0,3,True,False
20220016,2022,2,1,Cloud1,Original,A,4.0,3,True,False
20220016,2022,2,1,Security1,Original,B+,3.5,3,True,False
20220016,2022,2,1,Entrep1,Original,A,4.0,3,True,False
20220016,2022,2,2,AI2,Original,C,2.0,3,True,False
20220016,2022,2,2,Cloud2,Original,D,1.0,3,False,True
20220016,2022,2,2,Cloud2,Resit,B,3.0,3,True,True
20220016,2022,2,2,Security2,Original,A,4.0,3,True,False
20220016,2022,2,2,Entrep2,Original,C+,2.5,3,True,False
20240017,2024,1,1,Eng1,Original,B,3.0,3,True,False
20240017,2024,1,1,Maths1,Original,B+,3.5,3,True,False
20240017,2024,1,1,IT,Original,F,0.0,3,True,False
20240017,2024,1,1,IT,Resit,A,4.0,3,False,False
20240017,2024,1,1,Dbase,Original,B+,3.5,3,True,False
20210018,2021,1,1,Eng1,Original,B+,3.5,3,True,False
20210018,2021,1,1,Maths1,Original,D,1.0,3,True,False
20210018,2021,1,1,Maths1,Resit,A,4.0,3,False,False
20210018,2021,1,1,IT,Original,B+,3.5,3,True,False
20210018,2021,1,1,Dbase,Original,A,4.0,3,True,False
20210018,2021,1,2,Eng2,Original,B,3.0,3,True,False
20210018,2021,1,2,Maths2,Original,B,3.0,3,True,False
20210018,2021,1,2,SoftEng,Original,D,1.0,3,True,False
20210018,2021,1,2,SoftEng,Resit,A,4.0,3,False,False
20210018,2021,1,2,Network,Original,B,3.0,3,True,False
20210018,2021,2,1,AI1,Original,A,4.0,3,True,False
20210018,2021,2,1,Cloud1,Original,C+,2.5,3,True,False
20210018,2021,2,1,Security1,Original,C,2.0,3,True,False
20210018,2021,2,1,Entrep1,Original,B,3.0,3,True,False
20210018,2021,2,2,AI2,Original,C+,2.5,3,True,False
20210018,2021,2,2,Cloud2,Original,B+,3.5,3,True,False
20210018,2021,2,2,Security2,Original,C+,2.5,3,True,False
20210018,2021,2,2,Entrep2,Original,A,4.0,3,True,False
20230019,2023,1,1,Eng1,Original,B+,3.5,3,True,False
20230019,2023,1,1,Maths1,Original,B,3.0,3,True,False
20230019,2023,1,1,IT,Original,B+,3.5,3,True,False
20230019,2023,1,1,Dbase,Original,C+,2.5,3,True,False
20230019,2023,1,2,Eng2,Original,B+,3.5,3,True,False
20230019,2023,1,2,Maths2,Original,B,3.0,3,True,False
20230019,2023,1,2,SoftEng,Original,B,3.0,3,True,False
20230019,2023,1,2,Network,Original,C+,2.5,3,True,False
20230020,2023,1,1,Eng1,Original,B,3.0,3,True,False
20230020,2023,1,1,Maths1,Original,B,3.0,3,True,False
20230020,2023,1,1,IT,Original,B+,3.5,3,True,False
20230020,2023,1,1,Dbase,Original,B+,3.5,3,True,False
20230021,2023,1,1,Eng1,Original,D,1.0,3,True,False
20230021,2023,1,1,Eng1,Resit,A,4.0,3,False,False
20230021,2023,1,1,Maths1,Original,D,1.0,3,True,False
20230021,2023,1,1,Maths1,Resit,A,4.0,3,False,False
20230021,2023,1,1,IT,Original,A,4.0,3,True,False
20230021,2023,1,1,Dbase,Original,B,3.0,3,True,False
20230021,2023,1,2,Eng2,Original,C+,2.5,3,True,False
20230021,2023,1,2,Maths2,Original,C,2.0,3,True,False
20230021,2023,1,2,SoftEng,Original,C,2.0,3,True,False
20230021,2023,1,2,Network,Original,D,1.0,3,True,False
20230021,2023,1,2,Network,Resit,C,2.0,3,False,False
20230021,2023,2,1,AI1,Original,B+,3.5,3,True,False
20230021,2023,2,1,Cloud1,Original,A,4.0,3,True,False
20230021,2023,2,1,Security1,Original,D,1.0,3,False,True
20230021,2023,2,1,Security1,Resit,A,4.0,3,True,True
20230021,2023,2,1,Entrep1,Original,B+,3.5,3,True,False
20220022,2022,1,1,Eng1,Original,B,3.0,3,True,False
20220022,2022,1,1,Maths1,Original,B,3.0,3,True,False
20220022,2022,1,1,IT,Original,C+,2.5,3,True,False
20220022,2022,1,1,Dbase,Original,B+,3.5,3,True,False
20220022,2022,1,2,Eng2,Original,B+,3.5,3,True,False
20220022,2022,1,2,Maths2,Original,B,3.0,3,True,False
20220022,2022,1,2,SoftEng,Original,C,2.0,3,True,False
20220022,2022,1,2,Network,Original,C+,2.5,3,True,False
20220022,2022,2,1,AI1,Original,C+,2.5,3,True,False
20220022,2022,2,1,Cloud1,Original,A,4.0,3,True,False
20220022,2022,2,1,Security1,Original,C+,2.5,3,True,False
20220022,2022,2,1,Entrep1,Original,B+,3.5,3,True,False
20240023,2024,1,1,Eng1,Original,F,0.0,3,True,False
20240023,2024,1,1,Eng1,Resit,B+,3.5,3,False,False
20240023,2024,1,1,Maths1,Original,B+,3.5,3,True,False
20240023,2024,1,1,IT,Original,C,2.0,3,True,False
20240023,2024,1,1,Dbase,Original,C,2.0,3,True,False
20240023,2024,1,2,Eng2,Original,B,3.0,3,True,False
20240023,2024,1,2,Maths2,Original,D,1.0,3,False,True
20240023,2024,1,2,Maths2,Resit,B+,3.5,3,True,True
20240023,2024,1,2,SoftEng,Original,B+,3.5,3,True,False
20240023,2024,1,2,Network,Original,B+,3.5,3,True,False
20240023,2024,2,1,AI1,Original,F,0.0,3,False,True
20240023,2024,2,1,AI1,Resit,B+,3.5,3,True,True
20240023,2024,2,1,Cloud1,Original,C,2.0,3,True,False
20240023,2024,2,1,Security1,Original,B,3.0,3,True,False
20240023,2024,2,1,Entrep1,Original,C,2.0,3,True,False
20240023,2024,2,2,AI2,Original,B+,3.5,3,True,False
20240023,2024,2,2,Cloud2,Original,B+,3.5,3,True,False
20240023,2024,2,2,Security2,Original,C,2.0,3,True,False
20240023,2024,2,2,Entrep2,Original,A,4.0,3,True,False
20230024,2023,1,1,Eng1,Original,B,3.0,3,True,False
20230024,2023,1,1,Maths1,Original,B,3.0,3,True,False
20230024,2023,1,1,IT,Original,A,4.0,3,True,False
20230024,2023,1,1,Dbase,Original,B,3.0,3,True,False
20230024,2023,1,2,Eng2,Original,A,4.0,3,True,False
20230024,2023,1,2,Maths2,Original,A,4.0,3,True,False
20230024,2023,1,2,SoftEng,Original,B,3.0,3,True,False
20230024,2023,1,2,Network,Original,B+,3.5,3,True,False
20230024,2023,2,1,AI1,Original,B,3.0,3,True,False
20230024,2023,2,1,Cloud1,Original,B+,3.5,3,True,False
20230024,2023,2,1,Security1,Original,D,1.0,3,False,True
20230024,2023,2,1,Security1,Resit,C,2.0,3,True,True
20230024,2023,2,1,Entrep1,Original,B,3.0,3,True,False
20210025,2021,1,1,Eng1,Original,C+,2.5,3,True,False
20210025,2021,1,1,Maths1,Original,C,2.0,3,True,False
20210025,2021,1,1,IT,Original,F,0.0,3,True,False
20210025,2021,1,1,IT,Resit,B+,3.5,3,False,False
20210025,2021,1,1,Dbase,Original,B+,3.5,3,True,False
20210025,2021,1,2,Eng2,Original,B+,3.5,3,True,False
20210025,2021,1,2,Maths2,Original,F,0.0,3,True,False
20210025,2021,1,2,Maths2,Resit,C+,2.5,3,False,False
20210025,2021,1,2,SoftEng,Original,C+,2.5,3,True,False
20210025,2021,1,2,Network,Original,F,0.0,3,False,True
20210025,2021,1,2,Network,Resit,C,2.0,3,True,True
20240026,2024,1,1,Eng1,Original,C,2.0,3,True,False
20240026,2024,1,1,Maths1,Original,B,3.0,3,True,False
20240026,2024,1,1,IT,Original,B,3.0,3,True,False
20240026,2024,1,1,Dbase,Original,C+,2.5,3,True,False
20240026,2024,1,2,Eng2,Original,A,4.0,3,True,False
20240026,2024,1,2,Maths2,Original,C+,2.5,3,True,False
20240026,2024,1,2,SoftEng,Original,C+,2.5,3,True,False
20240026,2024,1,2,Network,Original,A,4.0,3,True,False
20240026,2024,2,1,AI1,Original,B,3.0,3,True,False
20240026,2024,2,1,Cloud1,Original,A,4.0,3,True,False
20240026,2024,2,1,Security1,Original,C+,2.5,3,True,False
20240026,2024,2,1,Entrep1,Original,B,3.0,3,True,False
20240026,2024,2,2,AI2,Original,A,4.0,3,True,False
20240026,2024,2,2,Cloud2,Original,D,1.0,3,True,False
20240026,2024,2,2,Cloud2,Resit,A,4.0,3,False,False
20240026,2024,2,2,Security2,Original,C+,2.5,3,True,False
20240026,2024,2,2,Entrep2,Original,B,3.0,3,True,False
20220027,2022,1,1,Eng1,Original,B+,3.5,3,True,False
20220027,2022,1,1,Maths1,Original,A,4.0,3,True,False
20220027,2022,1,1,IT,Original,B,3.0,3,True,False
20220027,2022,1,1,Dbase,Original,C+,2.5,3,True,False
20210028,2021,1,1,Eng1,Original,D,1.0,3,True,False
20210028,2021,1,1,Eng1,Resit,C,2.0,3,False,False
20210028,2021,1,1,Maths1,Original,A,4.0,3,True,False
20210028,2021,1,1,IT,Original,C,2.0,3,True,False
20210028,2021,1,1,Dbase,Original,C,2.0,3,True,False
20210028,2021,1,2,Eng2,Original,A,4.0,3,True,False
20210028,2021,1,2,Maths2,Original,A,4.0,3,True,False
20210028,2021,1,2,SoftEng,Original,F,0.0,3,True,False
20210028,2021,1,2,SoftEng,Resit,C+,2.5,3,False,False
20210028,2021,1,2,Network,Original,B,3.0,3,True,False
20210028,2021,2,1,AI1,Original,B+,3.5,3,True,False
20210028,2021,2,1,Cloud1,Original,B,3.0,3,True,False
20210028,2021,2,1,Security1,Original,D,1.0,3,True,False
20210028,2021,2,1,Security1,Resit,B,3.0,3,False,False
20210028,2021,2,1,Entrep1,Original,B,3.0,3,True,False
20210028,2021,2,2,AI2,Original,A,4.0,3,True,False
20210028,2021,2,2,Cloud2,Original,B,3.0,3,True,False
20210028,2021,2,2,Security2,Original,B,3.0,3,True,False
20210028,2021,2,2,Entrep2,Original,C,2.0,3,True,False
20230029,2023,1,1,Eng1,Original,A,4.0,3,True,False
20230029,2023,1,1,Maths1,Original,F,0.0,3,True,False
20230029,2023,1,1,Maths1,Resit,B,3.0,3,False,False
20230029,2023,1,1,IT,Original,B+,3.5,3,True,False
20230029,2023,1,1,Dbase,Original,A,4.0,3,True,False
20230029,2023,1,2,Eng2,Original,A,4.0,3,True,False
20230029,2023,1,2,Maths2,Original,B,3.0,3,True,False
20230029,2023,1,2,SoftEng,Original,D,1.0,3,True,False
20230029,2023,1,2,SoftEng,Resit,B,3.0,3,False,False
20230029,2023,1,2,Network,Original,B,3.0,3,True,False
20230029,2023,2,1,AI1,Original,B,3.0,3,True,False
20230029,2023,2,1,Cloud1,Original,B,3.0,3,True,False
20230029,2023,2,1,Security1,Original,C+,2.5,3,True,False
20230029,2023,2,1,Entrep1,Original,A,4.0,3,True,False
20240030,2024,1,1,Eng1,Original,B,3.0,3,True,False
20240030,2024,1,1,Maths1,Original,C+,2.5,3,True,False
20240030,2024,1,1,IT,Original,D,1.0,3,True,False
20240030,2024,1,1,IT,Resit,B,3.0,3,False,False
20240030,2024,1,1,Dbase,Original,B+,3.5,3,True,False
20240030,2024,1,2,Eng2,Original,D,1.0,3,True,False
20240030,2024,1,2,Eng2,Resit,C+,2.5,3,False,False
20240030,2024,1,2,Maths2,Original,B+,3.5,3,True,False
20240030,2024,1,2,SoftEng,Original,B,3.0,3,True,False
20240030,2024,1,2,Network,Original,B,3.0,3,True,False
20240030,2024,2,1,AI1,Original,D,1.0,3,True,False
20240030,2024,2,1,AI1,Resit,A,4.0,3,False,False
20240030,2024,2,1,Cloud1,Original,B,3.0,3,True,False
20240030,2024,2,1,Security1,Original,B,3.0,3,True,False
20240030,2024,2,1,Entrep1,Original,B,3.0,3,True,False
20240030,2024,2,2,AI2,Original,C+,2.5,3,True,False
20240030,2024,2,2,Cloud2,Original,C+,2.5,3,True,False
20240030,2024,2,2,Security2,Original,A,4.0,3,True,False
20240030,2024,2,2,Entrep2,Original,D,1.0,3,True,False
20240030,2024,2,2,Entrep2,Resit,B,3.0,3,False,False
20220031,2022,1,1,Eng1,Original,B,3.0,3,True,False
20220031,2022,1,1,Maths1,Original,C+,2.5,3,True,False
20220031,2022,1,1,IT,Original,C,2.0,3,True,False
20220031,2022,1,1,Dbase,Original,C+,2.5,3,True,False
20220031,2022,1,2,Eng2,Original,B+,3.5,3,True,False
20220031,2022,1,2,Maths2,Original,C+,2.5,3,True,False
20220031,2022,1,2,SoftEng,Original,D,1.0,3,True,False
20220031,2022,1,2,SoftEng,Resit,C+,2.5,3,False,False
20220031,2022,1,2,Network,Original,A,4.0,3,True,False
20220031,2022,2,1,AI1,Original,C,2.0,3,True,False
20220031,2022,2,1,Cloud1,Original,A,4.0,3,True,False
20220031,2022,2,1,Security1,Original,D,1.0,3,True,False
20220031,2022,2,1,Security1,Resit,C+,2.5,3,False,False
20220031,2022,2,1,Entrep1,Original,B,3.0,3,True,False
20220031,2022,2,2,AI2,Original,F,0.0,3,True,False
20220031,2022,2,2,AI2,Resit,C+,2.5,3,False,False
20220031,2022,2,2,Cloud2,Original,D,1.0,3,False,True
20220031,2022,2,2,Cloud2,Resit,A,4.0,3,True,True
20220031,2022,2,2,Security2,Original,A,4.0,3,True,False
20220031,2022,2,2,Entrep2,Original,B,3.0,3,True,False
20220032,2022,1,1,Eng1,Original,B+,3.5,3,True,False
20220032,2022,1,1,Maths1,Original,B,3.0,3,True,False
20220032,2022,1,1,IT,Original,D,1.0,3,True,False
20220032,2022,1,1,IT,Resit,B+,3.5,3,False,False
20220032,2022,1,1,Dbase,Original,A,4.0,3,True,False
20220032,2022,1,2,Eng2,Original,D,1.0,3,True,False
20220032,2022,1,2,Eng2,Resit,A,4.0,3,False,False
20220032,2022,1,2,Maths2,Original,B+,3.5,3,True,False
20220032,2022,1,2,SoftEng,Original,C+,2.5,3,True,False
20220032,2022,1,2,Network,Original,B,3.0,3,True,False
20220032,2022,2,1,AI1,Original,A,4.0,3,True,False
20220032,2022,2,1,Cloud1,Original,C,2.0,3,True,False
20220032,2022,2,1,Security1,Original,B,3.0,3,True,False
20220032,2022,2,1,Entrep1,Original,D,1.0,3,True,False
20220032,2022,2,1,Entrep1,Resit,C,2.0,3,False,False
20220033,2022,1,1,Eng1,Original,B+,3.5,3,True,False
20220033,2022,1,1,Maths1,Original,C+,2.5,3,True,False
20220033,2022,1,1,IT,Original,C,2.0,3,True,False
20220033,2022,1,1,Dbase,Original,C,2.0,3,True,False
20220033,2022,1,2,Eng2,Original,B+,3.5,3,True,False
20220033,2022,1,2,Maths2,Original,A,4.0,3,True,False
20220033,2022,1,2,SoftEng,Original,B,3.0,3,True,False
20220033,2022,1,2,Network,Original,B,3.0,3,True,False
20210034,2021,1,1,Eng1,Original,B+,3.5,3,True,False
20210034,2021,1,1,Maths1,Original,B+,3.5,3,True,False
20210034,2021,1,1,IT,Original,B+,3.5,3,True,False
20210034,2021,1,1,Dbase,Original,F,0.0,3,True,False
20210034,2021,1,1,Dbase,Resit,B+,3.5,3,False,False
20210034,2021,1,2,Eng2,Original,B,3.0,3,True,False
20210034,2021,1,2,Maths2,Original,A,4.0,3,True,False
20210034,2021,1,2,SoftEng,Original,D,1.0,3,True,False
20210034,2021,1,2,SoftEng,Resit,B+,3.5,3,False,False
